show,date,first_name,last_name,gender,party
This Week,5/2/10,Ken,Salazar,m,Democrat
Face the Nation,5/9/10,Christopher,Dodd,m,Democrat
Face the Nation,5/9/10,Richard,Shelby,m,Republican
Fox News Sunday,5/9/10,Peter,King,m,Republican
Fox News Sunday,5/9/10,Joseph,Lieberman,m,Independent
State of the Union,5/9/10,Bill,Nelson,m,Democrat
State of the Union,5/9/10,Richard,Shelby,m,Republican
Face the Nation,5/16/10,Dianne,Feinstein,f,Democrat
Face the Nation,5/16/10,Jon,Kyl,m,Republican
Meet the Press,5/16/10,Mitch,McConnell,m,Republican
Meet the Press,5/16/10,Charles,Schumer,m,Democrat
State of the Union,5/16/10,Joe,Sestak,m,Democrat
This Week,5/16/10,Patrick,Leahy,m,Democrat
Face the Nation,5/23/10,Lamar,Alexander,m,Republican
Face the Nation,5/23/10,Joe,Sestak,m,Democrat
Meet the Press,5/23/10,Joe,Sestak,m,Democrat
Meet the Press,5/23/10,John,Cornyn,m,Republican
Face the Nation,5/30/10,Edward,Markey,m,Democrat
Fox News Sunday,5/30/10,Darrell,Issa,m,Republican
State of the Union,5/30/10,David,Vitter,m,Republican
State of the Union,5/30/10,Jim,Webb,m,Democrat
This Week,5/30/10,Bobby,Jindal,m,Republican
Face the Nation,6/6/10,Bill,Nelson,m,Democrat
State of the Union,6/6/10,Charlie,Crist,m,Democrat
This Week,6/6/10,John,Cornyn,m,Republican
This Week,6/6/10,John,Kerry,m,Democrat
Face the Nation,6/13/10,Charlie,Crist,m,Democrat
Face the Nation,6/13/10,Bob,Riley,m,Republican
State of the Union,6/13/10,James,Clyburn,m,Democrat
State of the Union,6/13/10,Mike,Pence,m,Republican
State of the Union,6/13/10,Bob,Riley,m,Republican
This Week,6/13/10,Steny,Hoyer,m,Democrat
This Week,6/13/10,John,Boehner,m,Republican
This Week,6/13/10,Thomas,Davis,m,Republican
Face the Nation,6/20/10,Anh,Cao,m,Republican
Face the Nation,6/20/10,Barbara,Boxer,f,Democrat
Face the Nation,6/20/10,Bill,Nelson,m,Democrat
Face the Nation,6/20/10,Richard,Shelby,m,Republican
Fox News Sunday,6/20/10,Mitch,McConnell,m,Republican
Meet the Press,6/20/10,Edward,Markey,m,Democrat
Meet the Press,6/20/10,Mary,Landrieu,f,Democrat
State of the Union,6/20/10,Dianne,Feinstein,f,Democrat
State of the Union,6/20/10,Joseph,Lieberman,m,Independent
This Week,6/20/10,Rahm,Emanuel,m,Democrat
Face the Nation,6/27/10,David,Martin,m,Republican
Face the Nation,6/27/10,Patrick,Leahy,m,Democrat
Fox News Sunday,6/27/10,Lindsey,Graham,m,Republican
Fox News Sunday,6/27/10,Dianne,Feinstein,f,Democrat
Meet the Press,6/27/10,John,McCain,m,Republican
Meet the Press,6/27/10,Barbara,Lee,f,Democrat
State of the Union,6/27/10,Saxby,Chambliss,m,Republican
State of the Union,6/27/10,John,Cornyn,m,Republican
This Week,6/27/10,Leon,Panetta,m,Democrat
Face the Nation,7/4/10,Lindsey,Graham,m,Republican
Fox News Sunday,7/4/10,Jim,DeMint,m,Republican
Fox News Sunday,7/4/10,Joseph,Lieberman,m,Independent
State of the Union,7/4/10,Mike,Coffman,m,Republican
State of the Union,7/4/10,John,Boccieri,m,Democrat
State of the Union,7/4/10,Duncan,Hunter,m,Republican
State of the Union,7/4/10,Duncan,Hunter,m,Republican
This Week,7/4/10,John,McCain,m,Republican
Fox News Sunday,7/11/10,Jon,Kyl,m,Republican
Meet the Press,7/11/10,Harold,Ford,m,Democrat
Meet the Press,7/11/10,Harold,Ford,m,Democrat
State of the Union,7/11/10,Trent,Franks,m,Republican
This Week,7/11/10,Brian,Bilbray,m,Republican
Fox News Sunday,7/18/10,David,Vitter,m,Republican
Fox News Sunday,7/18/10,James,Clyburn,m,Democrat
Fox News Sunday,7/18/10,Mike,Pence,m,Republican
Meet the Press,7/18/10,Pete,Sessions,m,Republican
Meet the Press,7/18/10,John,Cornyn,m,Republican
State of the Union,7/18/10,Mitch,McConnell,m,Republican
State of the Union,7/18/10,Steny,Hoyer,m,Democrat
This Week,7/18/10,Joseph,Biden,m,Democrat
Fox News Sunday,7/25/10,Jesse,Jackson,m,Democrat
Face the Nation,8/1/10,Jon,Kyl,m,Republican
Fox News Sunday,8/1/10,Mitch,McConnell,m,Republican
Fox News Sunday,8/1/10,John,Boehner,m,Republican
State of the Union,8/1/10,Lindsey,Graham,m,Republican
This Week,8/1/10,Nancy,Pelosi,f,Democrat
Meet the Press,8/8/10,John,Boehner,m,Republican
Meet the Press,8/8/10,Mike,Pence,m,Republican
Meet the Press,8/8/10,Harold,Ford,m,Democrat
Meet the Press,8/8/10,Harold,Ford,m,Democrat
Fox News Sunday,8/15/10,John,Cornyn,m,Republican
State of the Union,8/15/10,Kevin,McCarthy,m,Republican
This Week,8/15/10,Jon,Corzine,m,Democrat
This Week,8/15/10,Bob,Corker,m,Republican
Face the Nation,8/22/10,Lindsey,Graham,m,Republican
Fox News Sunday,8/22/10,Rod,Blagojevich,m,Democrat
Meet the Press,8/22/10,Mitch,McConnell,m,Republican
Meet the Press,8/22/10,Richard,Armey,m,Republican
Meet the Press,8/22/10,Rick,Lazio,m,Republican
Face the Nation,8/29/10,Kendrick,Meek,m,Democrat
Meet the Press,8/29/10,Mary,Landrieu,f,Democrat
State of the Union,8/29/10,Kendrick,Meek,m,Democrat
State of the Union,8/29/10,Charlie,Crist,m,Democrat
Fox News Sunday,9/5/10,John,McCain,m,Republican
Meet the Press,9/5/10,Lindsey,Graham,m,Republican
Face the Nation,9/12/10,John,Boehner,m,Republican
Face the Nation,9/12/10,Keith,Ellison,m,Democrat
State of the Union,9/12/10,Trent,Lott,m,Republican
State of the Union,9/12/10,Richard,Armey,m,Republican
State of the Union,9/12/10,Steny,Hoyer,m,Democrat
State of the Union,9/19/10,Jim,DeMint,m,Republican
State of the Union,9/19/10,Thomas,Davis,m,Republican
This Week,9/19/10,Hillary,Clinton,f,Democrat
Face the Nation,9/26/10,Marco,Rubio,m,Republican
Fox News Sunday,9/26/10,Kevin,McCarthy,m,Republican
Fox News Sunday,9/26/10,Steny,Hoyer,m,Democrat
Fox News Sunday,9/26/10,John,Boehner,m,Republican
Meet the Press,9/26/10,Mike,Pence,m,Republican
State of the Union,9/26/10,Marsha,Blackburn,f,Republican
State of the Union,9/26/10,Joseph,Lieberman,m,Independent
State of the Union,9/26/10,Richard,Durbin,m,Democrat
This Week,9/26/10,Mitch,McConnell,m,Republican
Face the Nation,10/3/10,Rand,Paul,m,Republican
Fox News Sunday,10/3/10,John,Cornyn,m,Republican
Fox News Sunday,10/10/10,Eric,Cantor,m,Republican
Meet the Press,10/10/10,Mark,Kirk,m,Republican
State of the Union,10/10/10,Kevin,McCarthy,m,Republican
This Week,10/10/10,Richard,Blumenthal,m,Democrat
Face the Nation,10/17/10,Lindsey,Graham,m,Republican
Fox News Sunday,10/17/10,John,Cornyn,m,Republican
Fox News Sunday,10/17/10,Claire,McCaskill,f,Democrat
Meet the Press,10/17/10,Michael,Bennet,m,Democrat
Fox News Sunday,10/24/10,Patrick,Toomey,m,Republican
Meet the Press,10/24/10,Harold,Ford,m,Democrat
Meet the Press,10/24/10,Harold,Ford,m,Democrat
State of the Union,10/24/10,Kendrick,Meek,m,Democrat
State of the Union,10/24/10,Charlie,Crist,m,Democrat
State of the Union,10/24/10,Marco,Rubio,m,Republican
Face the Nation,10/31/10,Amy,Klobuchar,f,Democrat
Face the Nation,10/31/10,Peter,King,m,Republican
State of the Union,10/31/10,Richard,Durbin,m,Democrat
This Week,10/31/10,Richard,Armey,m,Republican
This Week,10/31/10,John,Cornyn,m,Republican
Face the Nation,11/7/10,Mitch,McConnell,m,Republican
Face the Nation,11/7/10,James,Clyburn,m,Democrat
Fox News Sunday,11/7/10,Paul,Ryan,m,Republican
Fox News Sunday,11/7/10,Darrell,Issa,m,Republican
Fox News Sunday,11/7/10,Eric,Cantor,m,Republican
Meet the Press,11/7/10,Jim,DeMint,m,Republican
State of the Union,11/7/10,Patrick,Toomey,m,Republican
This Week,11/7/10,Rand,Paul,m,Republican
This Week,11/7/10,Evan,Bayh,m,Democrat
This Week,11/7/10,David,Stockman,m,Republican
This Week,11/7/10,Mike,Pence,m,Republican
Face the Nation,11/14/10,Charles,Schumer,m,Democrat
Face the Nation,11/14/10,Rand,Paul,m,Republican
Fox News Sunday,11/14/10,Jim,DeMint,m,Republican
Meet the Press,11/14/10,John,McCain,m,Republican
Meet the Press,11/14/10,Harold,Ford,m,Democrat
Meet the Press,11/14/10,Harold,Ford,m,Democrat
State of the Union,11/14/10,Heath,Shuler,m,Democrat
State of the Union,11/14/10,James,Clyburn,m,Democrat
State of the Union,11/14/10,Thomas,Davis,m,Republican
State of the Union,11/14/10,John,Cornyn,m,Republican
State of the Union,11/14/10,Mark,Warner,m,Democrat
This Week,11/14/10,Kent,Conrad,m,Democrat
This Week,11/14/10,Lindsey,Graham,m,Republican
Face the Nation,11/21/10,Hillary,Clinton,f,Democrat
Face the Nation,11/21/10,Steny,Hoyer,m,Democrat
Fox News Sunday,11/21/10,Hillary,Clinton,f,Democrat
Meet the Press,11/21/10,Hillary,Clinton,f,Democrat
Meet the Press,11/21/10,Allen,West,m,Republican
Meet the Press,11/21/10,Bobby,Jindal,m,Republican
State of the Union,11/21/10,John,Mica,m,Republican
Fox News Sunday,11/28/10,Lindsey,Graham,m,Republican
Fox News Sunday,11/28/10,Claire,McCaskill,f,Democrat
Meet the Press,11/28/10,Jon,Kyl,m,Republican
Meet the Press,11/28/10,Richard,Durbin,m,Democrat
State of the Union,11/28/10,John,McCain,m,Republican
State of the Union,11/28/10,David,Obey,m,Democrat
State of the Union,11/28/10,Byron,Dorgan,m,Democrat
Face the Nation,12/5/10,Jon,Kyl,m,Republican
Face the Nation,12/5/10,Richard,Durbin,m,Democrat
Fox News Sunday,12/5/10,Kent,Conrad,m,Democrat
Fox News Sunday,12/5/10,Jeb,Hensarling,m,Republican
Meet the Press,12/5/10,Mitch,McConnell,m,Republican
Meet the Press,12/5/10,John,Kerry,m,Democrat
State of the Union,12/5/10,Ron,Wyden,m,Democrat
State of the Union,12/5/10,Orrin,Hatch,m,Republican
Face the Nation,12/12/10,Jerrold,Nadler,m,Democrat
Fox News Sunday,12/12/10,Paul,Ryan,m,Republican
Meet the Press,12/12/10,Anthony,Weiner,m,Democrat
Meet the Press,12/12/10,Harold,Ford,m,Democrat
Meet the Press,12/12/10,Harold,Ford,m,Democrat
State of the Union,12/12/10,Elijah,Cummings,m,Democrat
State of the Union,12/12/10,Jim,McDermott,m,Democrat
State of the Union,12/12/10,Richard,Durbin,m,Democrat
Face the Nation,12/19/10,Amy,Klobuchar,f,Democrat
Face the Nation,12/19/10,Lindsey,Graham,m,Republican
Fox News Sunday,12/19/10,Jon,Kyl,m,Republican
Fox News Sunday,12/19/10,Richard,Durbin,m,Democrat
Meet the Press,12/19/10,Cory,Booker,m,Democrat
Meet the Press,12/19/10,Joseph,Biden,m,Democrat
Meet the Press,12/19/10,Joe,Scarborough,m,Republican
State of the Union,12/19/10,Mitch,McConnell,m,Republican
This Week,12/19/10,John,Kerry,m,Democrat
Face the Nation,12/26/10,David,Martin,m,Republican
Face the Nation,1/2/11,Darrell,Issa,m,Republican
Face the Nation,1/2/11,Anthony,Weiner,m,Democrat
Face the Nation,1/2/11,Michele,Bachmann,f,Republican
Face the Nation,1/2/11,Mike,Kelly,m,Republican
Fox News Sunday,1/2/11,Darrell,Issa,m,Republican
Fox News Sunday,1/2/11,Allen,West,m,Republican
Fox News Sunday,1/2/11,Fred,Upton,m,Republican
Fox News Sunday,1/2/11,Mike,Lee,m,Republican
Meet the Press,1/2/11,Lindsey,Graham,m,Republican
Meet the Press,1/2/11,Patrick,Toomey,m,Republican
State of the Union,1/2/11,Darrell,Issa,m,Republican
State of the Union,1/2/11,Elijah,Cummings,m,Democrat
State of the Union,1/2/11,Steve,Israel,m,Democrat
State of the Union,1/2/11,Jason,Altmire,m,Democrat
Face the Nation,1/9/11,Charles,Schumer,m,Democrat
Face the Nation,1/9/11,Steny,Hoyer,m,Democrat
Face the Nation,1/9/11,Jon,Kyl,m,Republican
Fox News Sunday,1/9/11,Rand,Paul,m,Republican
Meet the Press,1/9/11,Harry,Reid,m,Democrat
State of the Union,1/9/11,Lamar,Alexander,m,Republican
State of the Union,1/9/11,Austin,Scott,m,Republican
State of the Union,1/9/11,Mike,Lee,m,Republican
State of the Union,1/9/11,Richard,Durbin,m,Democrat
This Week,1/9/11,Paul,Ryan,m,Republican
This Week,1/9/11,Richard,Armey,m,Republican
This Week,1/9/11,Mike,Lee,m,Republican
Face the Nation,1/16/11,Kirsten,Gillibrand,f,Democrat
Face the Nation,1/16/11,Jeff,Flake,m,Republican
Meet the Press,1/16/11,Kirsten,Gillibrand,f,Democrat
Meet the Press,1/16/11,Charles,Schumer,m,Democrat
State of the Union,1/16/11,Grace,Napolitano,f,Democrat
State of the Union,1/16/11,Tim,Murphy,m,Republican
Face the Nation,1/23/11,John,McCain,m,Republican
Face the Nation,1/23/11,Charles,Schumer,m,Democrat
Fox News Sunday,1/23/11,Mitch,McConnell,m,Republican
Fox News Sunday,1/23/11,Richard,Durbin,m,Democrat
Meet the Press,1/23/11,Eric,Cantor,m,Republican
Meet the Press,1/23/11,James,Clyburn,m,Democrat
State of the Union,1/23/11,Nancy,Pelosi,f,Democrat
This Week,1/23/11,Kent,Conrad,m,Democrat
This Week,1/23/11,Mike,Lee,m,Republican
This Week,1/23/11,Joseph,Lieberman,m,Independent
This Week,1/23/11,Kay,Hutchison,f,Republican
Face the Nation,1/30/11,Hillary,Clinton,f,Democrat
Fox News Sunday,1/30/11,Hillary,Clinton,f,Democrat
Fox News Sunday,1/30/11,John,Boehner,m,Republican
Meet the Press,1/30/11,Mitch,McConnell,m,Republican
Meet the Press,1/30/11,Hillary,Clinton,f,Democrat
State of the Union,1/30/11,John,McCain,m,Republican
State of the Union,1/30/11,Hillary,Clinton,f,Democrat
State of the Union,1/30/11,Charles,Schumer,m,Democrat
This Week,1/30/11,Hillary,Clinton,f,Democrat
This Week,1/30/11,David,Stockman,m,Republican
Meet the Press,2/6/11,John,Kerry,m,Democrat
Face the Nation,2/13/11,John,McCain,m,Republican
Fox News Sunday,2/13/11,Paul,Ryan,m,Republican
Meet the Press,2/13/11,John,Boehner,m,Republican
State of the Union,2/13/11,Lindsey,Graham,m,Republican
Face the Nation,2/20/11,Paul,Ryan,m,Republican
Fox News Sunday,2/20/11,Claire,McCaskill,f,Democrat
Meet the Press,2/20/11,Lindsey,Graham,m,Republican
Meet the Press,2/20/11,Harold,Ford,m,Democrat
Meet the Press,2/20/11,Harold,Ford,m,Democrat
Meet the Press,2/20/11,Richard,Durbin,m,Democrat
State of the Union,2/20/11,Charles,Schumer,m,Democrat
This Week,2/20/11,Hillary,Clinton,f,Democrat
Meet the Press,2/27/11,John,McCain,m,Republican
Face the Nation,3/6/11,Mitch,McConnell,m,Republican
Face the Nation,3/6/11,John,Kerry,m,Democrat
Fox News Sunday,3/6/11,Jeb,Hensarling,m,Republican
Fox News Sunday,3/6/11,Richard,Durbin,m,Democrat
Meet the Press,3/6/11,Michele,Bachmann,f,Republican
State of the Union,3/6/11,Peter,King,m,Republican
State of the Union,3/6/11,Lamar,Alexander,m,Republican
State of the Union,3/6/11,Keith,Ellison,m,Democrat
This Week,3/6/11,John,McCain,m,Republican
Face the Nation,3/13/11,Mary,Landrieu,f,Democrat
Face the Nation,3/13/11,Joseph,Lieberman,m,Independent
Fox News Sunday,3/13/11,Mitch,McConnell,m,Republican
Fox News Sunday,3/13/11,Saxby,Chambliss,m,Republican
Fox News Sunday,3/13/11,Mark,Warner,m,Democrat
Meet the Press,3/13/11,Charles,Schumer,m,Democrat
State of the Union,3/13/11,Kevin,McCarthy,m,Republican
State of the Union,3/13/11,Jon,Kyl,m,Republican
State of the Union,3/13/11,Richard,Durbin,m,Democrat
Face the Nation,3/20/11,Edward,Markey,m,Democrat
Fox News Sunday,3/20/11,Jim,Jordan,m,Republican
Fox News Sunday,3/20/11,Lindsey,Graham,m,Republican
Fox News Sunday,3/20/11,Rand,Paul,m,Republican
State of the Union,3/20/11,John,McCain,m,Republican
State of the Union,3/20/11,Joseph,Lieberman,m,Independent
This Week,3/20/11,Jane,Harman,f,Democrat
Face the Nation,3/27/11,Hillary,Clinton,f,Democrat
Fox News Sunday,3/27/11,John,McCain,m,Republican
Fox News Sunday,3/27/11,Joseph,Lieberman,m,Independent
Meet the Press,3/27/11,Hillary,Clinton,f,Democrat
This Week,3/27/11,Hillary,Clinton,f,Democrat
This Week,3/27/11,Joe,Sestak,m,Democrat
Face the Nation,4/3/11,Harry,Reid,m,Democrat
Face the Nation,4/3/11,Lindsey,Graham,m,Republican
Fox News Sunday,4/3/11,Paul,Ryan,m,Republican
Fox News Sunday,4/3/11,Christopher,Dodd,m,Democrat
Fox News Sunday,4/3/11,Marco,Rubio,m,Republican
Meet the Press,4/3/11,Mike,Rogers,m,Republican
Meet the Press,4/3/11,Mike,Rogers,m,Republican
Meet the Press,4/3/11,Richard,Durbin,m,Democrat
State of the Union,4/3/11,John,Cornyn,m,Republican
State of the Union,4/3/11,James,Jones,m,Democrat
State of the Union,4/3/11,Mark,Warner,m,Democrat
This Week,4/3/11,Charles,Schumer,m,Democrat
This Week,4/3/11,James,Jones,m,Democrat
Face the Nation,4/10/11,Charles,Schumer,m,Democrat
Fox News Sunday,4/10/11,Eric,Cantor,m,Republican
Meet the Press,4/10/11,Paul,Ryan,m,Republican
State of the Union,4/10/11,Jeb,Hensarling,m,Republican
State of the Union,4/10/11,Richard,Durbin,m,Democrat
This Week,4/10/11,Mike,Pence,m,Republican
Face the Nation,4/17/11,Paul,Ryan,m,Republican
Face the Nation,4/17/11,Mark,Warner,m,Democrat
Fox News Sunday,4/17/11,Ray,LaHood,m,Republican
State of the Union,4/17/11,Anthony,Weiner,m,Democrat
State of the Union,4/17/11,Rand,Paul,m,Republican
This Week,4/17/11,Allen,West,m,Republican
This Week,4/17/11,Joe,Walsh,m,Republican
This Week,4/17/11,Renee,Ellmers,m,Republican
Face the Nation,4/24/11,Tim,Griffin,m,Republican
Face the Nation,4/24/11,Joe,Walsh,m,Republican
Face the Nation,4/24/11,Richard,Blumenthal,m,Democrat
Face the Nation,4/24/11,Mark,Kirk,m,Republican
Meet the Press,4/24/11,Kent,Conrad,m,Democrat
State of the Union,4/24/11,Michael,Bennet,m,Democrat
State of the Union,4/24/11,Lamar,Alexander,m,Republican
State of the Union,4/24/11,Lindsey,Graham,m,Republican
State of the Union,4/24/11,Joseph,Lieberman,m,Independent
Face the Nation,5/1/11,John,McCain,m,Republican
Fox News Sunday,5/1/11,Kent,Conrad,m,Democrat
Fox News Sunday,5/1/11,Lindsey,Graham,m,Republican
Fox News Sunday,5/1/11,Michele,Bachmann,f,Republican
Meet the Press,5/1/11,Marco,Rubio,m,Republican
State of the Union,5/1/11,Michael,Bennet,m,Democrat
State of the Union,5/1/11,Lamar,Alexander,m,Republican
State of the Union,5/1/11,Jane,Harman,f,Democrat
State of the Union,5/1/11,John,Barrasso,m,Republican
This Week,5/1/11,Paul,Ryan,m,Republican
This Week,5/1/11,David,Stockman,m,Republican
Face the Nation,5/8/11,John,Kerry,m,Democrat
State of the Union,5/8/11,Thomas,Davis,m,Republican
Face the Nation,5/15/11,John,Boehner,m,Republican
Fox News Sunday,5/15/11,Jon,Kyl,m,Republican
Fox News Sunday,5/15/11,Richard,Durbin,m,Democrat
State of the Union,5/15/11,Paul,Ryan,m,Republican
State of the Union,5/15/11,Mitch,McConnell,m,Republican
Fox News Sunday,5/22/11,Mitch,McConnell,m,Republican
Fox News Sunday,5/22/11,Evan,Bayh,m,Democrat
Meet the Press,5/22/11,Paul,Ryan,m,Republican
State of the Union,5/22/11,Richard,Durbin,m,Democrat
State of the Union,5/22/11,Richard,Armey,m,Republican
State of the Union,5/22/11,Mike,Rogers,m,Republican
State of the Union,5/22/11,Mike,Rogers,m,Republican
Face the Nation,5/31/11,Eric,Cantor,m,Republican
Fox News Sunday,5/31/11,John,McCain,m,Republican
Fox News Sunday,5/31/11,Allen,West,m,Republican
Fox News Sunday,5/31/11,Donna,Edwards,f,Democrat
Meet the Press,5/31/11,Mitch,McConnell,m,Republican
Meet the Press,5/31/11,Charles,Schumer,m,Democrat
Meet the Press,5/31/11,Harold,Ford,m,Democrat
Meet the Press,5/31/11,Harold,Ford,m,Democrat
State of the Union,5/31/11,Patty,Murray,f,Democrat
Face the Nation,6/5/11,Nancy,Pelosi,f,Democrat
Face the Nation,6/12/11,Paul,Ryan,m,Republican
Face the Nation,6/12/11,Steny,Hoyer,m,Democrat
Face the Nation,6/12/11,Lindsey,Graham,m,Republican
State of the Union,6/12/11,John,Sununu,m,Republican
State of the Union,6/12/11,Charles,Bass,m,Republican
State of the Union,6/12/11,John,Sununu,m,Republican
State of the Union,6/12/11,Kelly,Ayotte,f,Republican
This Week,6/12/11,Jon,Corzine,m,Democrat
This Week,6/12/11,Richard,Shelby,m,Republican
Face the Nation,6/19/11,Mitch,McConnell,m,Republican
Face the Nation,6/19/11,Charles,Schumer,m,Democrat
Face the Nation,6/19/11,Mike,Rogers,m,Republican
Face the Nation,6/19/11,Mike,Rogers,m,Republican
Meet the Press,6/19/11,Richard,Durbin,m,Democrat
Meet the Press,6/19/11,Lindsey,Graham,m,Republican
This Week,6/19/11,John,McCain,m,Republican
Face the Nation,6/26/11,Michele,Bachmann,f,Republican
Fox News Sunday,6/26/11,Michele,Bachmann,f,Republican
Fox News Sunday,6/26/11,Jon,Kyl,m,Republican
Meet the Press,6/26/11,Jim,Webb,m,Democrat
State of the Union,6/26/11,Jim,DeMint,m,Republican
State of the Union,6/26/11,Nancy,Pelosi,f,Democrat
State of the Union,6/26/11,Mike,Rogers,m,Republican
State of the Union,6/26/11,Mike,Rogers,m,Republican
This Week,6/26/11,Mitch,McConnell,m,Republican
This Week,6/26/11,James,Clyburn,m,Democrat
Face the Nation,7/3/11,John,Kasich,m,Republican
Fox News Sunday,7/3/11,Lindsey,Graham,m,Republican
Fox News Sunday,7/3/11,Joseph,Lieberman,m,Independent
Fox News Sunday,7/3/11,John,Cornyn,m,Republican
State of the Union,7/3/11,John,McCain,m,Republican
This Week,7/3/11,Mel,Martinez,m,Republican
Face the Nation,7/10/11,Bill,Nelson,m,Democrat
Fox News Sunday,7/10/11,Mitch,McConnell,m,Republican
Fox News Sunday,7/10/11,Jim,DeMint,m,Republican
State of the Union,7/10/11,Kevin,McCarthy,m,Republican
Face the Nation,7/17/11,Richard,Durbin,m,Democrat
Face the Nation,7/17/11,Marco,Rubio,m,Republican
Fox News Sunday,7/17/11,Jim,Jordan,m,Republican
Meet the Press,7/17/11,Richard,Durbin,m,Democrat
Meet the Press,7/17/11,Jim,DeMint,m,Republican
Meet the Press,7/17/11,John,Kasich,m,Republican
State of the Union,7/17/11,Lindsey,Graham,m,Republican
State of the Union,7/17/11,Thomas,Davis,m,Republican
This Week,7/17/11,Jon,Kyl,m,Republican
Face the Nation,7/24/11,Richard,Durbin,m,Democrat
Face the Nation,7/24/11,Saxby,Chambliss,m,Republican
Face the Nation,7/24/11,Jon,Kyl,m,Republican
Face the Nation,7/24/11,Mark,Warner,m,Democrat
Fox News Sunday,7/24/11,Donna,Edwards,f,Democrat
Fox News Sunday,7/24/11,Joe,Walsh,m,Republican
Meet the Press,7/24/11,Cory,Booker,m,Democrat
Meet the Press,7/24/11,Adam,Kinzinger,m,Republican
State of the Union,7/24/11,Dianne,Feinstein,f,Democrat
This Week,7/24/11,Trent,Lott,m,Republican
Face the Nation,7/31/11,Mitch,McConnell,m,Republican
Face the Nation,7/31/11,Charles,Schumer,m,Democrat
Fox News Sunday,7/31/11,Richard,Durbin,m,Democrat
Fox News Sunday,7/31/11,Kevin,McCarthy,m,Republican
Fox News Sunday,7/31/11,Jon,Kyl,m,Republican
Meet the Press,7/31/11,John,Thune,m,Republican
Meet the Press,7/31/11,Claire,McCaskill,f,Democrat
State of the Union,7/31/11,Mitch,McConnell,m,Republican
State of the Union,7/31/11,Charles,Schumer,m,Democrat
State of the Union,7/31/11,Jason,Chaffetz,m,Republican
This Week,7/31/11,Lindsey,Graham,m,Republican
Face the Nation,8/7/11,Lindsey,Graham,m,Republican
Fox News Sunday,8/7/11,Paul,Ryan,m,Republican
Meet the Press,8/7/11,John,McCain,m,Republican
Meet the Press,8/7/11,John,Kerry,m,Democrat
State of the Union,8/7/11,Thomas,Davis,m,Republican
This Week,8/7/11,Jason,Chaffetz,m,Republican
Face the Nation,8/14/11,Michele,Bachmann,f,Republican
Fox News Sunday,8/14/11,Michele,Bachmann,f,Republican
Meet the Press,8/14/11,Michele,Bachmann,f,Republican
State of the Union,8/14/11,Steve,King,m,Republican
State of the Union,8/14/11,Michele,Bachmann,f,Republican
This Week,8/14/11,Michele,Bachmann,f,Republican
Face the Nation,8/21/11,John,McCain,m,Republican
Fox News Sunday,8/21/11,Evan,Bayh,m,Democrat
Meet the Press,8/21/11,Harold,Ford,m,Democrat
Meet the Press,8/21/11,Harold,Ford,m,Democrat
State of the Union,8/21/11,Elijah,Cummings,m,Democrat
Face the Nation,9/4/11,Michele,Bachmann,f,Republican
Meet the Press,9/4/11,Maxine,Waters,f,Democrat
State of the Union,9/4/11,Jim,DeMint,m,Republican
State of the Union,9/4/11,Joseph,Lieberman,m,Independent
State of the Union,9/4/11,Mike,Rogers,m,Republican
State of the Union,9/4/11,Mike,Rogers,m,Republican
This Week,9/4/11,Jim,DeMint,m,Republican
Fox News Sunday,9/11/11,John,McCain,m,Republican
Fox News Sunday,9/11/11,Dianne,Feinstein,f,Democrat
Fox News Sunday,9/11/11,Joseph,Lieberman,m,Independent
Fox News Sunday,9/11/11,Mike,Rogers,m,Republican
Fox News Sunday,9/11/11,Mike,Rogers,m,Republican
Fox News Sunday,9/18/11,Paul,Ryan,m,Republican
Fox News Sunday,9/18/11,Evan,Bayh,m,Democrat
Meet the Press,9/18/11,Mitch,McConnell,m,Republican
State of the Union,9/18/11,Richard,Durbin,m,Democrat
State of the Union,9/18/11,Lindsey,Graham,m,Republican
Fox News Sunday,9/25/11,Lindsey,Graham,m,Republican
State of the Union,9/25/11,Lamar,Alexander,m,Republican
State of the Union,9/25/11,Mark,Warner,m,Democrat
Face the Nation,10/2/11,John,McCain,m,Republican
Meet the Press,10/2/11,Xavier,Becerra,m,Democrat
State of the Union,10/2/11,Jane,Harman,f,Democrat
Fox News Sunday,10/9/11,Darrell,Issa,m,Republican
Meet the Press,10/9/11,Aaron,Schock,m,Republican
Meet the Press,10/9/11,Paul,Ryan,m,Republican
Meet the Press,10/9/11,Rahm,Emanuel,m,Democrat
State of the Union,10/9/11,Michele,Bachmann,f,Republican
This Week,10/9/11,Nancy,Pelosi,f,Democrat
Face the Nation,10/16/11,Darrell,Issa,m,Republican
Face the Nation,10/16/11,Elijah,Cummings,m,Democrat
Fox News Sunday,10/16/11,Eric,Cantor,m,Republican
Fox News Sunday,10/16/11,Dianne,Feinstein,f,Democrat
Meet the Press,10/16/11,Bobby,Jindal,m,Republican
State of the Union,10/16/11,John,Lewis,m,Democrat
State of the Union,10/16/11,John,McCain,m,Republican
This Week,10/16/11,Mike,Rogers,m,Republican
This Week,10/16/11,Mike,Rogers,m,Republican
Face the Nation,10/23/11,Michele,Bachmann,f,Republican
Fox News Sunday,10/23/11,Hillary,Clinton,f,Democrat
Fox News Sunday,10/23/11,Lindsey,Graham,m,Republican
Fox News Sunday,10/23/11,Michele,Bachmann,f,Republican
Meet the Press,10/23/11,Hillary,Clinton,f,Democrat
Meet the Press,10/23/11,Harold,Ford,m,Democrat
